0,1,0.431,-0.2,0.13,0.87,142.22,27.08,3.57,-0,-0,0.02,3.95,0,-0.76,1.22,-0.46,0.06,0.91
0.0018,7,0.926,-0.02,-0.01,-0.38,329.82,-2.44,-1.76,-0.01,0.01,0,0,-0.15,0.76,0,0.05,-0.04,1
0.0379,2,-0.083,-0.26,-0.88,0.39,169.38,20.35,-136.9,0.06,0.09,-0.01,3.96,1.98,-0.92,-2.75,-0.45,-0.66,-0.61
0.0395,3,0.3,0.34,0.87,0.17,143.78,24.16,146.98,0.19,-0.04,-0.01,3.81,-0.46,0.15,-2.75,-0.49,0.61,-0.64
0.0619,4,0.057,0.31,0.95,0.08,157.94,3.42,169.49,0.06,0.04,-0.02,3.79,7.48,-5.49,2.75,-0.13,0.18,-0.95
0.0635,0,0.408,0.18,-0.02,0.9,143.84,-19.58,7.09,0.04,0,0.01,3.93,1.07,1.37,0.46,0.31,0.09,0.96
0.0718,5,-0.014,0.27,0.96,-0.07,162.54,0.7,-171.45,0.1,-0.01,-0.02,3.86,-2.9,4.58,12.66,-0.09,-0.07,-0.98
0.0734,6,-0.898,-0.09,0.06,0.43,323,-1.95,12.28,0.02,0.01,0,3.8,0.31,-0.31,1.68,0.05,0.22,0.98
0.1089,1,0.43,-0.2,0.13,0.87,142.36,27.06,3.74,-0.01,-0.01,0.02,3.95,0.92,0.15,-0.76,-0.45,0.06,0.91
0.1106,7,0.926,-0.02,-0.01,-0.38,329.93,-2.48,-1.8,0.02,0,-0,0,0.15,-0.46,0.15,0.05,-0.02,1
0.133,2,-0.081,-0.26,-0.88,0.39,168.73,20.49,-136.19,0.12,0.09,0.02,3.96,8.09,0,10.53,-0.49,-0.62,-0.65
0.1349,3,0.298,0.34,0.88,0.17,144.08,24.08,147.03,0.22,-0.03,-0,3.81,1.83,2.75,-3.66,-0.51,0.61,-0.63
0.1487,4,0.06,0.31,0.95,0.07,157.21,3.96,170.03,0.05,-0,0.01,3.79,1.83,-12.51,8.85,-0.12,0.2,-0.98
0.1509,0,0.406,0.18,-0.02,0.9,144.05,-19.57,7.12,0.03,0.02,0.01,3.93,0.61,-1.37,3.97,0.3,0.11,0.96
0.1868,5,-0.017,0.27,0.96,-0.07,162.07,0.35,-171.85,0.04,-0,-0.01,3.86,-1.68,0,-0.76,-0.03,-0.13,-0.98
0.1883,6,-0.898,-0.09,0.06,0.43,323.11,-2.04,12.35,-0.01,-0,0,3.8,0.76,-0.61,0.76,0.03,0.21,0.98
0.2091,1,0.432,-0.2,0.13,0.87,142.18,27.12,3.74,0.03,0,0.01,3.95,0,-0.15,-0.15,-0.47,0.04,0.89
0.2107,7,0.926,-0.02,-0.02,-0.38,329.86,-2.59,-1.73,-0.02,-0,0,0,0.15,-0.31,0.46,0.03,-0.04,1
0.2236,2,-0.079,-0.27,-0.87,0.4,167.95,20.83,-135.63,0.07,0.08,0.02,3.96,0,-0.92,-2.9,-0.45,-0.67,-0.63
0.2253,3,0.296,0.34,0.88,0.17,144.7,24,147.33,0.18,-0.02,-0.01,3.81,1.37,4.88,-5.8,-0.5,0.55,-0.67
0.2619,4,0.069,0.32,0.94,0.07,155.67,4.89,169.85,0.13,0.04,0.05,3.79,3.2,-2.44,5.65,-0.22,0.23,-1
0.2636,0,0.405,0.18,-0.02,0.9,144.15,-19.56,7.09,0.04,0.03,-0.01,3.93,0.46,1.53,1.53,0.28,0.11,0.95
0.2848,5,-0.018,0.27,0.96,-0.07,162.41,0.17,-171.71,0.08,0.01,0,3.86,2.44,0.31,-2.9,-0.09,-0.12,-0.99
0.2863,6,-0.899,-0.09,0.06,0.42,323.29,-1.97,12.3,0.01,-0,0.01,3.8,0.15,0,1.37,0.04,0.23,0.98
0.3026,1,0.432,-0.2,0.13,0.87,142.22,27.1,3.77,0,-0,0.02,3.95,0,2.9,0.92,-0.47,0.06,0.9
0.3044,7,0.927,-0.02,-0.01,-0.37,330.06,-2.47,-1.8,-0,-0.01,0.01,0,-0.46,0.31,1.68,0.03,-0.03,1.01
0.3259,2,-0.078,-0.27,-0.87,0.4,167.99,20.55,-135.91,0.09,0.1,0.01,3.96,-9.16,2.29,-3.05,-0.47,-0.67,-0.61
0.3274,3,0.292,0.33,0.88,0.17,145.52,23.77,147.73,0.17,-0.01,-0.02,3.81,3.81,5.8,-4.12,-0.49,0.57,-0.66
0.3629,4,0.067,0.32,0.94,0.06,155.74,4.89,170.5,0.08,0.09,-0,3.79,1.37,11.75,-10.38,-0.19,0.14,-0.97
0.3646,0,0.407,0.18,-0.02,0.9,143.95,-19.58,7.1,0.03,0.01,0.01,3.93,-0.15,-0.31,-2.29,0.32,0.1,0.96
0.3884,5,-0.017,0.27,0.96,-0.07,162.46,0.22,-171.88,0.12,-0.02,-0.01,3.86,0,0.31,-8.54,-0.1,-0.07,-0.99
0.3901,6,-0.899,-0.09,0.06,0.42,323.28,-1.94,12.28,0,0.01,0.01,3.8,0,-0.61,-1.68,0.04,0.21,0.99
0.4024,1,0.43,-0.2,0.13,0.87,142.37,27.47,3.82,0.01,-0,0.01,3.95,-0.92,3.97,1.37,-0.47,0.05,0.88
0.404,7,0.927,-0.02,-0.01,-0.37,330.04,-2.56,-1.74,-0.01,0,0,0,0.15,-0.46,-2.29,0.04,-0.04,1
0.4429,2,-0.074,-0.28,-0.87,0.39,167.01,20.36,-136.45,0.11,0.07,0.01,3.96,-6.71,5.34,0.31,-0.48,-0.62,-0.65
